0.26575,0.15940
0.86674,0.22782
0.32660,0.60928
0.72492,0.19718
0.23233,0.32328
0.61964,0.24593
0.28091,0.17918
0.73015,0.82892
0.74185,0.36331
0.14655,0.23284
0.22937,0.31342
0.68709,0.57473
0.63256,0.27019
0.33845,0.21035
0.84703,0.79798
0.75313,0.85154
0.71927,0.84138
0.66037,0.79613
0.33199,0.22763
0.77783,0.90635
0.33497,0.77596
0.24157,0.67890
0.45821,0.65095
0.23161,0.63941
0.81357,0.29332
0.17619,0.71189
0.85690,0.69601
0.29443,0.17701
0.21753,0.65842
0.78803,0.68889
0.60055,0.29036
0.86205,0.76719
0.86133,0.73986
0.66558,0.51497
0.67964,0.21572
0.29844,0.78812
0.20309,0.68698
0.80021,0.27998
0.76222,0.32023
0.82000,0.24459
0.78424,0.67470
0.82122,0.89822
0.74617,0.68778
0.13170,0.19044
0.30698,0.63760
0.55018,0.70994
0.22119,0.85959
0.73846,0.19933
0.29047,0.61467
0.88610,0.80837
0.69819,0.80142
0.80544,0.73387
0.67378,0.78419
0.71687,0.16876
0.70459,0.14838
0.87645,0.27072
0.26954,0.14656
0.73010,0.20000
0.74902,0.88486
0.71107,0.80187
0.36469,0.24182
0.89031,0.22931
0.80655,0.35189
0.84870,0.22739
0.33782,0.24458
0.22449,0.26742
0.13874,0.29205
0.27048,0.20576
0.84754,0.74474
0.23744,0.17082
0.73453,0.81908
0.63433,0.56011
0.68257,0.40537
0.29351,0.21291
0.67783,0.82237
0.19629,0.31115
0.04217,0.13236
0.30952,0.78061
0.75324,0.36204
0.80214,0.67368
0.40551,0.72681
0.79446,0.30287
0.20086,0.72748
0.22233,0.59817
0.34685,0.76076
0.35538,0.72094
0.32042,0.78804
0.72044,0.14143
0.25808,0.85541
0.72453,0.82335
0.32525,0.60397
0.59630,0.34090
0.38645,0.30125
0.76530,0.84995
0.27651,0.34973
0.68820,0.82800
0.78286,0.15537
0.27885,0.61336
0.25525,0.33795
0.81723,0.67984
0.14713,0.26065
0.65586,0.55395
0.25352,0.84864
0.29982,0.61146
0.08597,0.81453
0.26673,0.86214
0.29009,0.77180
0.74980,0.60944
0.15696,0.29686
0.81383,0.12476
0.83707,0.31117
0.38434,0.28167
0.24220,0.82278
0.23106,0.33973
0.17954,0.26300
0.25453,0.33875
0.71678,0.63163
0.75140,0.17906
0.38394,0.29373
0.19532,0.13679
0.28157,0.85393
0.69901,0.19119
0.34986,0.74828
0.24830,0.10085
0.34919,0.20813
0.78039,0.90132
0.82949,0.24934
0.25601,0.34221
0.28853,0.63677
0.27346,0.17710
0.42059,0.31689
0.33651,0.77285
0.77771,0.69140
0.10853,0.23387
0.72236,0.23296
0.72859,0.18034
0.17017,0.75393
0.18410,0.72090
0.67291,0.23252
0.20882,0.86882
0.22305,0.86936
0.35431,0.23987
0.69562,0.19292
0.25208,0.30998
0.73535,0.84501
0.59424,0.26924
0.10367,0.81416
0.54901,0.33049
0.76028,0.89181
0.37502,0.26602
0.70465,0.82347
0.78319,0.73802
0.73631,0.21371
0.65997,0.78813
0.30128,0.38810
0.39612,0.70354
0.21807,0.65500
0.65322,0.19266
0.21374,0.31499
0.73447,0.80322
0.31429,0.79099
0.70522,0.36463
0.23645,0.37272
0.73381,0.81369
0.66347,0.22358
0.71307,0.36165
0.90351,0.76802
0.21204,0.31460
0.26258,0.64417
0.33353,0.74415
0.72496,0.62886
0.36642,0.26616
0.29026,0.21704
0.28557,0.64328
0.22110,0.65445
0.82324,0.27108
0.30788,0.18919
0.29550,0.77596
0.75725,0.66771
0.75429,0.86201
0.20410,0.65769
0.26777,0.39052
0.76366,0.29527
0.07961,0.81145
0.78610,0.35179
0.72490,0.66855
0.24104,0.34645
0.86701,0.25059
0.81078,0.29435
0.88091,0.21639
0.77267,0.29455
0.34144,0.77834
0.30858,0.16712
0.73604,0.82522
0.77296,0.85133
